pk_cid,probabilidad_em_acount,nombre_grupo
1147391,0.9099668175637712,Clientes de nómina
1337784,0.9098151374468308,Clientes de nómina
1214290,0.9096623941268868,Clientes de nómina
1164005,0.9096162826886566,Clientes de nómina
1153326,0.9096081156048594,Clientes de nómina
1229300,0.9096011294455348,Clientes de nómina
1307598,0.909563508356775,Universitarios recién llegados
1186176,0.9095093277882352,Clientes de nómina
1164429,0.9094922416089724,Clientes de nómina
1156672,0.909468876163966,Clientes de nómina
1176373,0.909446030074178,Clientes de nómina
1270886,0.909397594757431,Clientes de nómina
1173601,0.909350029906235,Clientes de nómina
1355603,0.9093473799801868,Clientes de nómina
1320977,0.909316011026988,Clientes de nómina
1167667,0.9093010878277216,Clientes de nómina
1161107,0.909223676036378,Clientes de nómina
1364261,0.9091973598277904,Clientes de nómina
1195626,0.909171419082702,Clientes de nómina
1196657,0.9091508884773924,Universitarios inactivos
1316762,0.9091506333489616,Universitarios inactivos
1177773,0.909134235061402,Clientes de nómina
1275301,0.9090237534049918,Clientes de nómina
1152920,0.9090001161751116,Clientes de nómina
1220163,0.908967134279793,Clientes de nómina
1343645,0.9089015805004872,Clientes de nómina
1291536,0.9088164385098249,Clientes de nómina
1198216,0.9087767867586684,Universitarios recién llegados
1356720,0.9087469414727568,Clientes de nómina
1366358,0.908736359196919,Clientes de nómina
1150404,0.9086933120411608,Universitarios recién llegados
1150839,0.9085627196276824,Clientes de nómina
1284484,0.9084697799484188,Clientes de nómina
1219997,0.908433427522021,Clientes de nómina
1196310,0.908354536313127,Clientes de nómina
1142252,0.908255397696434,Clientes de nómina
1192550,0.9081562398138914,Clientes de nómina
1319800,0.908127952010574,Clientes de nómina
1331559,0.9081059200747184,Clientes de nómina
1141957,0.9080956378308772,Universitarios recién llegados
1319488,0.9080824837439584,Clientes de nómina
1338889,0.9079843966324572,Clientes de nómina
1335794,0.907761433913402,Clientes de nómina
1327291,0.9077316894088512,Universitarios recién llegados
1306462,0.9076867818776684,Clientes de nómina
1309598,0.9076616955228708,Clientes de nómina
1168703,0.9076191132689526,Clientes de nómina
1287630,0.907498146032857,Universitarios recién llegados
1218696,0.9073998764777312,Clientes de nómina
1307543,0.9072137997352892,Universitarios recién llegados
1356276,0.9071454147684777,Universitarios recién llegados
1148727,0.907138251711846,Clientes de nómina
1145121,0.9071205908995852,Clientes de nómina
1183782,0.9070864007682854,Clientes de nómina
1323934,0.9070658817921828,Clientes de nómina
1328936,0.9070658817921828,Clientes de nómina
1360025,0.9070628915005704,Clientes de nómina
1196138,0.9070228906925518,Clientes de nómina
1146169,0.9069139903777632,Universitarios recién llegados
1328492,0.9068719200549484,Clientes de nómina
1344219,0.9068560215305308,Universitarios recién llegados
1304281,0.906776214728467,Clientes de nómina
1325993,0.9067438264481352,Clientes de nómina
1163957,0.9067173496835108,Clientes de nómina
1163902,0.9065350893015468,Clientes de nómina
1320388,0.9064274129579312,Clientes de nómina
1317825,0.9064075213339512,Clientes de nómina
1294427,0.9063416254380756,Sin producto
1361418,0.9062808161956434,Clientes de nómina
1307486,0.9060902438962836,Universitarios recién llegados
1304458,0.9060902438962836,Universitarios recién llegados
1185221,0.9059949111661992,Clientes de nómina
1360140,0.9059138959231888,Clientes de nómina
1330410,0.9058931220435178,Clientes de nómina
1204409,0.9057735757311492,Universitarios recién llegados
1142994,0.9057587566709764,Clientes de nómina
1145188,0.9056578238911348,Clientes de nómina
1161207,0.9056448087534232,Clientes de nómina
1276684,0.9056424111874982,Clientes de nómina
1216738,0.905606384091052,Clientes de nómina
1183762,0.905478498950469,Clientes de nómina
1232523,0.9054504291381882,Clientes de nómina
1354028,0.9054215594511128,Clientes de nómina
1342425,0.9053739436676036,Clientes de nómina
1337435,0.9053739436676036,Clientes de nómina
1196252,0.9053008662315482,Universitarios recién llegados
1307363,0.905257467868988,Clientes de nómina
1145677,0.9052339405777394,Clientes de nómina
1337671,0.905219169270506,Clientes de nómina
1180895,0.9052099896768484,Clientes de nómina
1203548,0.9050079835799864,Clientes de nómina
1360880,0.9049589716869132,Clientes de nómina
1371944,0.9049321966089158,Clientes de nómina
1166759,0.9047355420089404,Clientes de nómina
1337638,0.904729725195806,Clientes de nómina
1297851,0.9046923281445785,Clientes de nómina
1312322,0.9046416931555374,Clientes de nómina
1161386,0.904530954018349,Universitarios recién llegados
1190955,0.9044851951148608,Clientes de nómina
1312306,0.9043881783781436,Universitarios recién llegados
1159798,0.9043726042804072,Universitarios recién llegados
1351186,0.904199719628836,Clientes de nómina
1220279,0.9041431226848832,Clientes de nómina
1334287,0.9041404495507762,Clientes de nómina
1227371,0.9040826313386084,Clientes de nómina
1229477,0.9039063546965064,Clientes de nómina
1174567,0.903849610363179,Clientes de nómina
1192730,0.9038181208210764,Universitarios recién llegados
1224356,0.9038034334751268,Clientes de nómina
1335795,0.9037921273012784,Clientes de nómina
1319464,0.903773450861678,Clientes de nómina
1339121,0.9037442823199188,Clientes de nómina
1230647,0.9037380813264312,Clientes de nómina
1188600,0.9037152574484698,Clientes de nómina
1188488,0.903714640359302,Universitarios recién llegados
1288002,0.9036998342520828,Clientes de nómina
1305085,0.9036668052350196,Clientes de nómina
1360248,0.9036580618214826,Clientes de nómina
1227969,0.9036458475027922,Clientes de nómina
1191823,0.9035895304543272,Universitarios recién llegados
1177926,0.9034897778699552,Universitarios recién llegados
1190892,0.9034724090372832,Clientes de nómina
1335706,0.9034542368353944,Clientes de nómina
1276859,0.9034031585472844,Clientes de nómina
1359346,0.9033021289249508,Universitarios recién llegados
1206079,0.9032134820621254,Universitarios inactivos
1188124,0.9032134820621254,Universitarios recién llegados
1321039,0.9032075906742324,Clientes de nómina
1228068,0.9032012902424742,Clientes de nómina
1312177,0.9031203658517868,Clientes de nómina
1205762,0.9030740610587764,Clientes de nómina
1344044,0.9029199759566248,Clientes de nómina
1150898,0.9028978761795332,Clientes de nómina
1314457,0.9028189331463362,Clientes de nómina
1340674,0.9028093157985612,Clientes de nómina
1331777,0.9028093157985612,Clientes de nómina
1208629,0.9028009298641272,Universitarios inactivos
1183137,0.9027735569959427,Clientes de nómina
1190818,0.9026966460162648,Clientes de nómina
1358860,0.9026876126433806,Clientes de nómina
1203539,0.9026712422089198,Clientes de nómina
1293193,0.9026116510522448,Universitarios recién llegados
1321894,0.9025736774262132,Clientes de nómina
1356871,0.9024688693186608,Clientes de nómina
1360924,0.9024128646831976,Clientes de nómina
1351227,0.9023120159946544,Clientes de nómina
1218270,0.9022968900799,Clientes de nómina
1168819,0.902270830371688,Universitarios recién llegados
1356722,0.9022542000139072,Clientes de nómina
1306223,0.90222895159017,Sin producto
1286306,0.902221799295351,Clientes de nómina
1329188,0.9022197970116708,Clientes de nómina
1327154,0.902200846071012,Clientes de nómina
1188891,0.9021348123526104,Clientes de nómina
1357569,0.9020855534038908,Clientes de nómina
1232914,0.9020847845150044,Clientes de nómina
1292685,0.9020533581693652,Sin producto
1229092,0.9019639886072234,Clientes de nómina
1296799,0.9019356631434594,Clientes de nómina
1198898,0.9019242112687306,Clientes de nómina
1332153,0.9018000486279296,Clientes de nómina
1332123,0.901732681727258,Clientes de nómina
1195914,0.9016782265056532,Clientes de nómina
1307929,0.9016744728493976,Clientes de nómina
1309674,0.9016709183183912,Universitarios inactivos
1305074,0.9016660399007222,Clientes de nómina
1174897,0.9016604833107068,Universitarios inactivos
1360790,0.90164832675171,Clientes de nómina
1329165,0.9016351618513684,Clientes de nómina
1198451,0.9015785496742096,Clientes de nómina
1310241,0.9015457798870457,Universitarios recién llegados
1333688,0.901543360655233,Clientes de nómina
1168128,0.9015422619937054,Universitarios inactivos
1190424,0.9015030918209928,Clientes de nómina
1174362,0.9013927705623735,Clientes de nómina
1217985,0.9013429791673396,Clientes de nómina
1311028,0.9013262516444436,Clientes de nómina
1342480,0.9012658482134964,Clientes de nómina
1293741,0.901241261705756,Universitarios recién llegados
1153888,0.9011985086522566,Clientes de nómina
1315920,0.9011943083020598,Universitarios recién llegados
1231755,0.9010881480677096,Clientes de nómina
1220164,0.90107405948986,Clientes de nómina
1327956,0.901053303712264,Clientes de nómina
1307795,0.9010425183636472,Universitarios inactivos
1201573,0.9009921728709284,Clientes de nómina
1354048,0.9009785091327716,Clientes de nómina
1235677,0.9008429007721972,Clientes de nómina
1142568,0.900800902020203,Clientes de nómina
1304211,0.900776845312851,Clientes de nómina
1296652,0.9007736264822092,Clientes de nómina
1343687,0.9006763688756981,Clientes de nómina
1147093,0.9005887903954547,Clientes de nómina
1368049,0.9005002449540274,Clientes de nómina
1313754,0.9004565232451572,Clientes de nómina
1143898,0.9003414783096026,Clientes de nómina
1347380,0.9002743794374273,Clientes de nómina
1323905,0.9002319019057697,Clientes de nómina
1326890,0.9001879593685131,Clientes de nómina
1360190,0.900155323835686,Clientes de nómina
1338852,0.9001531757718798,Clientes de nómina
1340776,0.9001309275031817,Clientes de nómina
1368152,0.9001057045007345,Clientes de nómina
1342535,0.9000413176228064,Clientes de nómina
1336997,0.8999822380215763,Clientes de nómina
1349960,0.8999594053853226,Clientes de nómina
1175156,0.8999260133700939,Clientes de nómina
1147651,0.8997724539777704,Clientes de nómina
1328811,0.8995985210649464,Clientes de nómina
1195178,0.8995404563686138,Clientes de nómina
1344388,0.8994913484673887,Clientes de nómina
1228347,0.899469163810595,Clientes de nómina
1195370,0.8993985521122192,Clientes de nómina
1223205,0.8993651887655534,Clientes de nómina
1214638,0.8992596370787588,Clientes de nómina
1337836,0.899241988976759,Sin producto
1190352,0.8991750615637697,Clientes de nómina
1321008,0.8990079530607787,Clientes de nómina
1354836,0.8989050671217,Universitarios recién llegados
1183647,0.8988208946946897,Clientes de nómina
1344895,0.8987795631852479,Clientes de nómina
1143225,0.8987701513285473,Clientes de nómina
1338117,0.8986589468015022,Clientes de nómina
1372046,0.8986503426086707,Universitarios recién llegados
1142472,0.8986353730093998,Clientes de nómina
1323332,0.8985703715556527,Sin producto
1135415,0.8984804618432229,Clientes de nómina
1282439,0.8984113149224748,Clientes de nómina
1146275,0.8983454385523066,Clientes de nómina
1143097,0.8982025058765724,Clientes de nómina
1347960,0.8980464115744767,Clientes de nómina
1217750,0.8978890728433925,Clientes de nómina
1306821,0.8978643221978585,Universitarios inactivos
1364826,0.8978372867117179,Clientes de nómina
1278387,0.8977075696630067,Clientes de nómina
1274293,0.8977075696630067,Clientes de nómina
1278403,0.8977075696630067,Clientes de nómina
1180150,0.8976862539729825,Clientes de nómina
1187375,0.8976832068563816,Clientes de nómina
1183702,0.8976634898549579,Clientes de nómina
1179689,0.8976261164902646,Clientes de nómina
1275390,0.8976147682748273,Clientes de nómina
1323883,0.8975903054424959,Clientes de nómina
1346225,0.8975294790941988,Clientes de nómina
1319080,0.8975220952596314,Clientes de nómina
1219279,0.8974901881580083,Universitarios recién llegados
1143162,0.8974793458553567,Clientes de nómina
1313773,0.8974015741465792,Clientes de nómina
1195870,0.8973339638591039,Clientes de nómina
1150303,0.8972848245223561,Clientes de nómina
1218553,0.8972448758534946,Universitarios recién llegados
1220462,0.8972385087207473,Clientes de nómina
1144066,0.8972374430441571,Universitarios recién llegados
1180089,0.8972352022883437,Universitarios inactivos
1294602,0.8972102725581146,Clientes de nómina
1290444,0.897196514086566,Clientes de nómina
1144153,0.8971592125625742,Clientes de nómina
1209308,0.8971439748060631,Clientes de nómina
1191150,0.8966956091283261,Universitarios recién llegados
1205681,0.8966944435516623,Clientes de nómina
1192880,0.8965967075881422,Clientes de nómina
1181238,0.89647566249742,Universitarios recién llegados
1159031,0.8963179127257306,Clientes de nómina
1314907,0.8962942044537879,Universitarios inactivos
1201249,0.8962613597798381,Clientes de nómina
1283603,0.8962477148923955,Clientes de nómina
1220474,0.8962289329818037,Clientes de nómina
1200366,0.8961820940831554,Clientes de nómina
1323914,0.8960500522422407,Clientes de nómina
1140637,0.8959746857321477,Clientes de nómina
1322372,0.8959483721227258,Clientes de nómina
1355057,0.8959294095510603,Clientes de nómina
1365255,0.8959034373080791,Clientes de nómina
1144412,0.8958260992500452,Universitarios inactivos
1303525,0.8958219698995464,Clientes de nómina
1331675,0.8958205470787207,Clientes de nómina
1138171,0.8957534876549651,Clientes de nómina
1198054,0.8957022301844211,Sin producto
1227752,0.895556078216077,Clientes de nómina
1171970,0.8955518991095507,Clientes de nómina
1228067,0.8955337129483689,Clientes de nómina
1290495,0.8953749215866367,Clientes de nómina
1316544,0.8953748580288023,Clientes de nómina
1161415,0.8953001710570686,Clientes de nómina
1273835,0.895116173354795,Clientes de nómina
1281048,0.8951005242746957,Clientes de nómina
1194111,0.8950925369000134,Clientes de nómina
1190954,0.8950925369000134,Clientes de nómina
1370737,0.895091204702645,Clientes de nómina
1218768,0.8950650624364651,Clientes de nómina
1193964,0.8950326906806159,Clientes de nómina
1202701,0.8949972299715279,Clientes de nómina
1315989,0.8949273290737324,Clientes de nómina
1335002,0.8948363758357106,Sin producto
1313899,0.8948310074786118,Universitarios recién llegados
1283381,0.894708619954463,Clientes de nómina
1359276,0.8946717622292688,Clientes de nómina
1145311,0.8946359417861186,Clientes de nómina
914895,0.8946359417861186,Clientes de nómina
1197525,0.8946355929533278,Sin producto
1219874,0.8945728405962581,Clientes de nómina
1259213,0.8945586271924454,Clientes de nómina
1219465,0.8945142109254143,Clientes de nómina
1157573,0.8944351620815003,Clientes de nómina
1325574,0.8944318749730915,Sin producto
1294502,0.8943913336162957,Clientes de nómina
1208932,0.8943506695073287,Clientes de nómina
1325952,0.8942722135854221,Universitarios recién llegados
1219424,0.8941932491055379,Clientes de nómina
1215347,0.8941902429634685,Clientes de nómina
1204957,0.8941783857405481,Clientes de nómina
1194537,0.8941726526552309,Clientes de nómina
1183388,0.8941290015008099,Clientes de nómina
1276827,0.8941014663414286,Clientes de nómina
1192468,0.8940506205031669,Clientes de nómina
1205234,0.8940506205031669,Clientes de nómina
1190585,0.8940314117499041,Clientes de nómina
1178237,0.8939786101515278,Clientes de nómina
1219364,0.8939516326530766,Clientes de nómina
1275765,0.8939340738278623,Clientes de nómina
1296786,0.8937938484898115,Clientes de nómina
1218395,0.8937659360195944,Clientes de nómina
1184484,0.8937477608750031,Universitarios inactivos
1274951,0.8937139914770384,Clientes de nómina
1218235,0.8937034099049138,Sin producto
1178650,0.8934775311045878,Clientes de nómina
1148257,0.8934643053066016,Clientes de nómina
1184177,0.8933904981384809,Clientes de nómina
1550307,0.8933177694908344,Sin producto
1339966,0.8933059145099183,Clientes de nómina
1217682,0.8933056896276086,Clientes de nómina
1357696,0.8932419739963667,Clientes de nómina
1225311,0.8932308666117613,Clientes de nómina
1549264,0.8932131902761627,Sin producto
1551595,0.8932131902761627,Sin producto
1210294,0.893158332631025,Clientes de nómina
1199722,0.8931325290292612,Clientes de nómina
1190152,0.8930896084213974,Universitarios recién llegados
1549345,0.8930443152268956,Sin producto
1215647,0.8927977743788964,Clientes de nómina
1552843,0.8927647121511281,Sin producto
1550251,0.8927647121511281,Sin producto
1233124,0.8927105831191051,Clientes de nómina
1211209,0.8926298688203808,Clientes de nómina
1177504,0.8926226906212134,Universitarios recién llegados
1211771,0.8926074525522589,Clientes de nómina
1300508,0.8926001125746531,Universitarios recién llegados
1215088,0.8925909709640336,Clientes de nómina
1225627,0.8925872144127487,Clientes de nómina
1551816,0.8925697424534642,Sin producto
1188485,0.8925029363533389,Clientes de nómina
1294610,0.8923737715267369,Clientes de nómina
1180610,0.8923029872287281,Clientes de nómina
1183161,0.8923029872287281,Clientes de nómina
1212210,0.8922103400543233,Clientes de nómina
1277370,0.8921172196237226,Clientes de nómina
1348094,0.8920974660402625,Universitarios recién llegados
1290826,0.8920546146908999,Universitarios recién llegados
1552292,0.8920507845701526,Sin producto
1552464,0.8920507845701526,Sin producto
1552697,0.8920507845701526,Sin producto
1144612,0.892037157036894,Clientes de nómina
1328423,0.8919811841510089,Universitarios recién llegados
1219339,0.8919682710102241,Clientes de nómina
1553686,0.8919645211337809,Sin producto
1551767,0.8919645211337809,Sin producto
1553343,0.8919645211337809,Sin producto
1549635,0.8919639982691264,Sin producto
1552174,0.8918886801189365,Sin producto
1552944,0.8918886801189365,Sin producto
1197192,0.8918376784259396,Clientes de nómina
1288272,0.8917572675257426,Clientes de nómina
1549227,0.8916169975512745,Sin producto
1143200,0.8916145563748681,Clientes de nómina
1199020,0.8914708682126639,Universitarios inactivos
1144419,0.8914373867719327,Clientes de nómina
1144884,0.8914373867719327,Clientes de nómina
1278465,0.8912991185748211,Clientes de nómina
1553394,0.8912741113717071,Sin producto
1552073,0.8912741113717071,Sin producto
1553304,0.8912741113717071,Sin producto
1542498,0.8912741113717071,Sin producto
1553169,0.8912741113717071,Sin producto
1178937,0.8912568944181103,Clientes de nómina
1319352,0.8912477167597407,Clientes de nómina
1553380,0.8912270775352412,Sin producto
1551313,0.8912270775352412,Sin producto
1343312,0.8912161954508222,Clientes de nómina
1553048,0.8911703921367283,Sin producto
1208885,0.8910604072156694,Clientes de nómina
1292573,0.8910444952557659,Clientes de nómina
1321749,0.8909740326425705,Clientes de nómina
1232916,0.890968769297373,Clientes de nómina
1550820,0.8908781320769165,Sin producto
1551412,0.8908781320769165,Sin producto
1551132,0.8908564139400155,Sin producto
1549571,0.8908259134368469,Sin producto
1550541,0.8908259134368469,Sin producto
1552951,0.8908259134368469,Sin producto
1549954,0.8908259134368469,Sin producto
1551390,0.8908259134368469,Sin producto
1553679,0.8908022910620719,Sin producto
1552934,0.8907661888453741,Sin producto
1550573,0.8907518788529747,Sin producto
1271651,0.8907078557249551,Clientes de nómina
1325125,0.890694396359451,Clientes de nómina
1293100,0.89064986135383,Clientes de nómina
1287533,0.8905634145525062,Sin producto
1550567,0.890548497950985,Sin producto
1551021,0.8905306084944101,Sin producto
1553540,0.8905306084944101,Sin producto
1551219,0.8904412802306564,Sin producto
1367876,0.8903873355321186,Clientes de nómina
1552240,0.890369809192599,Sin producto
1552322,0.890369809192599,Sin producto
1151435,0.8903204990861998,Clientes de nómina
1232846,0.8903197516976521,Clientes de nómina
1220835,0.8903166690997898,Universitarios inactivos
1338732,0.8902905637164948,Clientes de nómina
1553471,0.8902719574788747,Sin producto
1549047,0.8902259918031922,Sin producto
1305761,0.8902022246455522,Clientes de nómina
1142639,0.8902010852202195,Clientes de nómina
1552752,0.8902009743684787,Sin producto
1548652,0.8901856940425028,Sin producto
1552483,0.8901741658444666,Sin producto
1551359,0.8901741658444666,Sin producto
1217650,0.8901391464730168,Universitarios recién llegados
1550312,0.8901098530276584,Sin producto
1553342,0.8901098530276584,Sin producto
1548409,0.8901098530276584,Sin producto
1550095,0.8901098530276584,Sin producto
1337269,0.8901054876948997,Clientes de nómina
1241655,0.8900786728707677,Clientes de nómina
1346288,0.8900267021017978,Clientes de nómina
1161024,0.8899555073284633,Clientes de nómina
1553103,0.8899433382707432,Sin producto
1288296,0.889939906128814,Clientes de nómina
1270826,0.8898959132330676,Clientes de nómina
1327728,0.8898497029133167,Clientes de nómina
1552839,0.8898415464662837,Sin producto
