pk_cid,grupo,nombre_grupo
158771,0,Sin producto
158648,0,Sin producto
159282,0,Sin producto
156966,0,Sin producto
157424,0,Sin producto
157467,0,Sin producto
147454,0,Sin producto
148751,0,Sin producto
148383,0,Sin producto
145757,0,Sin producto
145221,0,Sin producto
145271,0,Sin producto
146520,0,Sin producto
151072,0,Sin producto
152442,0,Sin producto
152372,0,Sin producto
152099,0,Sin producto
149573,0,Sin producto
149247,0,Sin producto
149082,0,Sin producto
150764,0,Sin producto
230223,0,Sin producto
231163,0,Sin producto
229676,0,Sin producto
234756,0,Sin producto
235081,0,Sin producto
231986,0,Sin producto
233561,0,Sin producto
233015,0,Sin producto
233059,0,Sin producto
223132,0,Sin producto
223524,0,Sin producto
221209,0,Sin producto
221384,0,Sin producto
220640,0,Sin producto
222254,0,Sin producto
221716,0,Sin producto
224893,0,Sin producto
224523,0,Sin producto
225925,0,Sin producto
225895,0,Sin producto
226083,0,Sin producto
225721,0,Sin producto
245501,0,Sin producto
245679,0,Sin producto
245156,0,Sin producto
246204,0,Sin producto
244001,0,Sin producto
246911,0,Sin producto
248880,0,Sin producto
250716,0,Sin producto
247064,0,Sin producto
247382,0,Sin producto
248052,0,Sin producto
238158,0,Sin producto
236611,0,Sin producto
242068,0,Sin producto
243031,0,Sin producto
241071,0,Sin producto
240929,0,Sin producto
241168,0,Sin producto
200759,0,Sin producto
200603,0,Sin producto
197983,0,Sin producto
199036,0,Sin producto
198462,0,Sin producto
198775,0,Sin producto
204104,0,Sin producto
203244,0,Sin producto
204211,0,Sin producto
201854,0,Sin producto
201770,0,Sin producto
201764,0,Sin producto
201633,0,Sin producto
202931,0,Sin producto
192104,0,Sin producto
191922,0,Sin producto
191282,0,Sin producto
191516,0,Sin producto
190958,0,Sin producto
197022,0,Sin producto
197057,0,Sin producto
196736,0,Sin producto
196597,0,Sin producto
193800,0,Sin producto
193828,0,Sin producto
195183,0,Sin producto
215680,0,Sin producto
212996,0,Sin producto
219444,0,Sin producto
218775,0,Sin producto
217340,0,Sin producto
216920,0,Sin producto
218146,0,Sin producto
218527,0,Sin producto
218346,0,Sin producto
207906,0,Sin producto
207933,0,Sin producto
207075,0,Sin producto
208751,0,Sin producto
208050,0,Sin producto
208400,0,Sin producto
205204,0,Sin producto
211349,0,Sin producto
212756,0,Sin producto
209630,0,Sin producto
209804,0,Sin producto
209118,0,Sin producto
210463,0,Sin producto
210761,0,Sin producto
55672,0,Sin producto
54891,0,Sin producto
53836,0,Sin producto
60899,0,Sin producto
60471,0,Sin producto
50060,0,Sin producto
49424,0,Sin producto
46550,0,Sin producto
53096,0,Sin producto
51639,0,Sin producto
51229,0,Sin producto
71726,0,Sin producto
69574,0,Sin producto
69284,0,Sin producto
69170,0,Sin producto
69854,0,Sin producto
69807,0,Sin producto
74764,0,Sin producto
74980,0,Sin producto
73137,0,Sin producto
73906,0,Sin producto
63478,0,Sin producto
64576,0,Sin producto
64856,0,Sin producto
64127,0,Sin producto
62429,0,Sin producto
68276,0,Sin producto
65506,0,Sin producto
65061,0,Sin producto
66841,0,Sin producto
66808,0,Sin producto
25482,0,Sin producto
25569,0,Sin producto
26557,0,Sin producto
26303,0,Sin producto
23434,0,Sin producto
29896,0,Sin producto
30078,0,Sin producto
30317,0,Sin producto
17590,0,Sin producto
18956,0,Sin producto
16063,0,Sin producto
22491,0,Sin producto
19812,0,Sin producto
20919,0,Sin producto
20303,0,Sin producto
41467,0,Sin producto
42865,0,Sin producto
39425,0,Sin producto
39683,0,Sin producto
40364,0,Sin producto
45439,0,Sin producto
44949,0,Sin producto
45000,0,Sin producto
44956,0,Sin producto
44378,0,Sin producto
44604,0,Sin producto
44695,0,Sin producto
33509,0,Sin producto
34191,0,Sin producto
33941,0,Sin producto
31507,0,Sin producto
31512,0,Sin producto
32263,0,Sin producto
35509,0,Sin producto
35077,0,Sin producto
36611,0,Sin producto
110912,0,Sin producto
110831,0,Sin producto
112436,0,Sin producto
111679,0,Sin producto
116162,0,Sin producto
117362,0,Sin producto
117663,0,Sin producto
116934,0,Sin producto
114850,0,Sin producto
114462,0,Sin producto
115922,0,Sin producto
115858,0,Sin producto
115161,0,Sin producto
115233,0,Sin producto
115444,0,Sin producto
106097,0,Sin producto
105937,0,Sin producto
105864,0,Sin producto
106728,0,Sin producto
109491,0,Sin producto
110332,0,Sin producto
110140,0,Sin producto
107731,0,Sin producto
108640,0,Sin producto
108807,0,Sin producto
108344,0,Sin producto
126521,0,Sin producto
127571,0,Sin producto
127431,0,Sin producto
124852,0,Sin producto
124632,0,Sin producto
130419,0,Sin producto
128524,0,Sin producto
128239,0,Sin producto
119788,0,Sin producto
119776,0,Sin producto
119888,0,Sin producto
119272,0,Sin producto
117758,0,Sin producto
117919,0,Sin producto
119065,0,Sin producto
118574,0,Sin producto
122630,0,Sin producto
122927,0,Sin producto
123984,0,Sin producto
123648,0,Sin producto
122587,0,Sin producto
103719,0,Sin producto
85045,0,Sin producto
84699,0,Sin producto
83588,0,Sin producto
82859,0,Sin producto
84161,0,Sin producto
84280,0,Sin producto
84022,0,Sin producto
88841,0,Sin producto
88263,0,Sin producto
89566,0,Sin producto
89386,0,Sin producto
89712,0,Sin producto
86740,0,Sin producto
86449,0,Sin producto
86560,0,Sin producto
87139,0,Sin producto
78362,0,Sin producto
77919,0,Sin producto
77918,0,Sin producto
78725,0,Sin producto
76291,0,Sin producto
77688,0,Sin producto
77018,0,Sin producto
76895,0,Sin producto
77078,0,Sin producto
79802,0,Sin producto
79414,0,Sin producto
79623,0,Sin producto
80908,0,Sin producto
80287,0,Sin producto
80460,0,Sin producto
99283,0,Sin producto
99710,0,Sin producto
102451,0,Sin producto
102637,0,Sin producto
102008,0,Sin producto
103651,0,Sin producto
102936,0,Sin producto
92157,0,Sin producto
92073,0,Sin producto
91637,0,Sin producto
91168,0,Sin producto
90909,0,Sin producto
90957,0,Sin producto
95510,0,Sin producto
95972,0,Sin producto
95944,0,Sin producto
93862,0,Sin producto
411246,0,Sin producto
411101,0,Sin producto
411422,0,Sin producto
409887,0,Sin producto
409732,0,Sin producto
414355,0,Sin producto
412579,0,Sin producto
403472,0,Sin producto
404336,0,Sin producto
401103,0,Sin producto
401503,0,Sin producto
401405,0,Sin producto
407288,0,Sin producto
408492,0,Sin producto
405381,0,Sin producto
405120,0,Sin producto
406406,0,Sin producto
406572,0,Sin producto
406464,0,Sin producto
425664,0,Sin producto
426019,0,Sin producto
424077,0,Sin producto
424538,0,Sin producto
424444,0,Sin producto
429595,0,Sin producto
430030,0,Sin producto
428589,0,Sin producto
428029,0,Sin producto
418930,0,Sin producto
419282,0,Sin producto
416431,0,Sin producto
422102,0,Sin producto
419894,0,Sin producto
420153,0,Sin producto
419357,0,Sin producto
420836,0,Sin producto
420905,0,Sin producto
421024,0,Sin producto
420608,0,Sin producto
380791,0,Sin producto
380145,0,Sin producto
385989,0,Sin producto
385586,0,Sin producto
386572,0,Sin producto
386451,0,Sin producto
386437,0,Sin producto
383905,0,Sin producto
384468,0,Sin producto
384337,0,Sin producto
374224,0,Sin producto
374559,0,Sin producto
372689,0,Sin producto
373103,0,Sin producto
379199,0,Sin producto
379369,0,Sin producto
378091,0,Sin producto
376330,0,Sin producto
378033,0,Sin producto
397348,0,Sin producto
396924,0,Sin producto
395640,0,Sin producto
395983,0,Sin producto
395484,0,Sin producto
395477,0,Sin producto
400880,0,Sin producto
400935,0,Sin producto
400368,0,Sin producto
397741,0,Sin producto
398571,0,Sin producto
392982,0,Sin producto
392834,0,Sin producto
393035,0,Sin producto
393118,0,Sin producto
392761,0,Sin producto
392717,0,Sin producto
391246,0,Sin producto
390591,0,Sin producto
392239,0,Sin producto
392232,0,Sin producto
392209,0,Sin producto
391512,0,Sin producto
466859,0,Sin producto
464242,0,Sin producto
463826,0,Sin producto
