pk_cid,probabilidad_pension_plan,nombre_grupo
1249626,0.8920799511330911,Clientes de nómina
1142218,0.8918863521977274,Universitarios inactivos
1114089,0.8916917813723251,Clientes de nómina
1256797,0.8916853495854792,Universitarios recién llegados
1024006,0.8913988843927397,Universitarios inactivos
1138496,0.8912641052715096,Universitarios recién llegados
1208506,0.890796337806982,Universitarios recién llegados
1053156,0.8905756271211798,Clientes de nómina
1253469,0.8902100822931338,Universitarios recién llegados
1120364,0.8893217993520951,Universitarios inactivos
1226620,0.8890053313022558,Universitarios inactivos
1131824,0.8888300035736921,Clientes de nómina
1318890,0.8885208675874345,Clientes de nómina
1137413,0.8883666306634965,Universitarios inactivos
1229018,0.8883077320401863,Clientes de nómina
1105267,0.8879853925875391,Clientes de nómina
1064161,0.8874079786557142,Universitarios recién llegados
1019851,0.8871651360904537,Clientes de nómina
1021252,0.8871651360904537,Clientes de nómina
1181556,0.8871558574786782,Universitarios recién llegados
1167853,0.886917278179092,Universitarios inactivos
1131657,0.8865786746866593,Clientes de nómina
1192028,0.8865361346434251,Clientes de nómina
1191560,0.8863655161215623,Universitarios inactivos
1139521,0.8862626185358042,Universitarios recién llegados
1170226,0.8857366700636469,Clientes de nómina
1108549,0.8857190223650286,Clientes de nómina
1221079,0.8856646360277602,Universitarios inactivos
1181472,0.8852942976418721,Universitarios recién llegados
1248906,0.8850705390210174,Universitarios recién llegados
1111536,0.8849559457444943,Universitarios inactivos
1057725,0.8847810271428356,Universitarios inactivos
1185801,0.8847305631953079,Universitarios recién llegados
1111789,0.8846972516192706,Universitarios recién llegados
1240145,0.8845340695415829,Clientes de nómina
1118700,0.884356532256279,Universitarios inactivos
1281640,0.8843051997535821,Universitarios inactivos
1298234,0.8842844910444021,Clientes de nómina
1194094,0.884232373489377,Clientes de nómina
1112713,0.8841756922575905,Clientes de nómina
1212519,0.8841052490348418,Clientes de nómina
1184434,0.8840364692499261,Clientes de nómina
1211267,0.8839065212618914,Clientes de nómina
1237252,0.8839020187899383,Clientes de nómina
1135942,0.8837614318949166,Universitarios inactivos
1164151,0.8834136324106847,Universitarios recién llegados
1131457,0.8832247212163407,Clientes de nómina
1226628,0.8831941749941329,Universitarios recién llegados
979007,0.8830791431613335,Clientes de nómina
1112239,0.8829343939788032,Universitarios inactivos
1078300,0.8828472156846718,Universitarios inactivos
1136728,0.8827385155411014,Clientes de nómina
1085981,0.8825812289838151,Clientes de nómina
1246188,0.8824458518711846,Clientes de nómina
1115345,0.8822913997011911,Clientes de nómina
1116120,0.8821474693767629,Clientes de nómina
1248034,0.8821251671246176,Universitarios recién llegados
1298808,0.882055060432256,Clientes de nómina
1089047,0.8818332433508753,Universitarios inactivos
1124584,0.8816628789371181,Clientes de nómina
1316534,0.8813801515761464,Universitarios recién llegados
1026317,0.8811872821876913,Clientes de nómina
1051271,0.8810717194233523,Universitarios inactivos
1219166,0.8810429261059977,Clientes de nómina
1102101,0.8809689688304883,Clientes de nómina
1083026,0.8807199270071385,Universitarios recién llegados
1172967,0.880672447100759,Clientes de nómina
1255933,0.8806296026417385,Universitarios recién llegados
1125124,0.8806178536536701,Clientes de nómina
1079793,0.8804639558019105,Clientes de nómina
1212696,0.8803350775679164,Universitarios recién llegados
1122866,0.879994991341501,Universitarios recién llegados
1113511,0.8799657885244274,Clientes de nómina
1094257,0.8799636714527123,Universitarios inactivos
1168621,0.8798277858521795,Clientes de nómina
1318882,0.879446709500682,Universitarios recién llegados
1302634,0.8793769939318014,Universitarios recién llegados
1208850,0.8792809176020878,Universitarios recién llegados
1099115,0.879246623484114,Universitarios recién llegados
1319022,0.8792304695658498,Universitarios inactivos
1199958,0.8791278041996791,Clientes de nómina
1022635,0.8791183112530763,Universitarios inactivos
1245707,0.87909423443833,Universitarios recién llegados
1122684,0.8788467815831171,Clientes de nómina
1117970,0.8788264722414082,Universitarios recién llegados
1255367,0.8787338886968106,Universitarios recién llegados
1114161,0.8783652311106162,Universitarios recién llegados
1235068,0.8782013291176352,Universitarios inactivos
1045976,0.8781570299371542,Universitarios recién llegados
1267842,0.8780714758019137,Universitarios recién llegados
1312379,0.8779132137092749,Universitarios inactivos
1120467,0.8778397058426486,Universitarios recién llegados
1090833,0.8776566719898168,Universitarios inactivos
1020380,0.8776526152270928,Clientes de nómina
1377610,0.8774501644684206,Universitarios recién llegados
1253046,0.8774011144530499,Universitarios recién llegados
1110794,0.8773369163487045,Universitarios inactivos
1051824,0.8772364073650158,Universitarios recién llegados
1357214,0.8771395921864761,Particulares básicos
1368968,0.8770212284795228,Particulares con tarjeta
1055400,0.876968056911143,Clientes de nómina
1244503,0.8769627005964327,Clientes de nómina
1109061,0.8769347897800394,Universitarios recién llegados
1102891,0.8769269004594427,Clientes de nómina
1114549,0.8768730138384969,Clientes de nómina
1304339,0.8766270203384882,Clientes de nómina
1249272,0.8766217710737031,Clientes de nómina
1119965,0.8765643171237139,Universitarios recién llegados
1132795,0.8764698052928973,Clientes de nómina
1230086,0.8764575826842957,Universitarios recién llegados
1076514,0.8761363518377389,Universitarios recién llegados
1239496,0.8761039074370872,Universitarios inactivos
1234187,0.876032470408986,Clientes de nómina
1344913,0.8760086885153898,Universitarios recién llegados
1078184,0.875862694586898,Clientes de nómina
1185905,0.8758570477483564,Universitarios recién llegados
1175286,0.8757057750619273,Clientes de nómina
1052857,0.8756322549779132,Universitarios inactivos
1080765,0.8754659448783402,Universitarios inactivos
1178579,0.8753359114699318,Universitarios inactivos
1236640,0.8752974899162895,Clientes de nómina
1234326,0.8752301163876421,Universitarios inactivos
1118752,0.875145072130421,Clientes de nómina
1157206,0.8750966768061551,Universitarios inactivos
1236865,0.8748871783715796,Clientes de nómina
1233740,0.8747188753816497,Universitarios inactivos
1018517,0.8747047218720604,Universitarios inactivos
1257351,0.8746325791457245,Universitarios recién llegados
1317846,0.8746033243691452,Universitarios recién llegados
1255140,0.8742815459587547,Clientes de nómina
1127271,0.8742551120929797,Universitarios recién llegados
1209659,0.8742147660753229,Clientes de nómina
1220144,0.8742022193895572,Particulares con tarjeta
1246796,0.8740911555281186,Clientes de nómina
1115403,0.874053348680769,Universitarios recién llegados
1234964,0.8740027639983258,Universitarios recién llegados
1225693,0.8739777566781648,Universitarios inactivos
1287760,0.873931475344276,Universitarios recién llegados
1247473,0.8738425564495564,Particulares con tarjeta
1229938,0.8738263294182459,Universitarios inactivos
1035940,0.8736439087888289,Clientes de nómina
1297132,0.8735456568071286,Universitarios recién llegados
1234047,0.8735406115123396,Clientes de nómina
1245752,0.8734834480933572,Clientes de nómina
1246360,0.8734022910899819,Universitarios inactivos
1312406,0.8733340169796503,Particulares con tarjeta
1022458,0.873282683874996,Universitarios recién llegados
1242261,0.8732308256674249,Universitarios inactivos
1234237,0.8732080142651214,Universitarios inactivos
1065029,0.87303697722114,Universitarios inactivos
1246706,0.8729891387350069,Universitarios recién llegados
1254236,0.8728022864681736,Universitarios recién llegados
1297245,0.8727958076437566,Universitarios recién llegados
1232156,0.8727480331106634,Clientes de nómina
651732,0.8727338748518991,Particulares con tarjeta
1242472,0.872720321974658,Clientes de nómina
720905,0.8726518600654005,Universitarios recién llegados
1118003,0.872651708667553,Clientes de nómina
1358300,0.8726460215930381,Clientes de nómina
1193124,0.8725443755915482,Universitarios recién llegados
1328037,0.8725369374038087,Universitarios recién llegados
1235402,0.8724407445853308,Clientes de nómina
1133252,0.872403440024424,Clientes de nómina
1304895,0.8723323087271274,Universitarios recién llegados
1019632,0.8722521749786484,Universitarios inactivos
1263279,0.8721662289666544,Universitarios inactivos
1298629,0.8721435785278273,Universitarios recién llegados
1118794,0.8720949752960773,Universitarios inactivos
1259650,0.872024844998459,Universitarios inactivos
1253164,0.8720161344563879,Clientes de nómina
1240050,0.8719347829363644,Clientes de nómina
1307049,0.8719183316882405,Universitarios inactivos
1052177,0.8717217357733091,Universitarios inactivos
1263013,0.8717164698964001,Universitarios recién llegados
1255012,0.8717084844058011,Universitarios recién llegados
1302050,0.8716136884935483,Universitarios recién llegados
1240634,0.8714835448041871,Universitarios inactivos
1311518,0.8714046887915536,Particulares básicos
1308897,0.8713951956801289,Universitarios inactivos
1171710,0.8713712185948657,Clientes de nómina
1236487,0.8713604022312869,Clientes de nómina
1252346,0.8713343509605558,Universitarios recién llegados
1233946,0.8713336413814168,Clientes de nómina
1185929,0.8712971207955712,Universitarios inactivos
1014300,0.8712963862444254,Clientes de nómina
1336398,0.8712285947057206,Clientes de nómina
1138273,0.8712150396477434,Clientes de nómina
1241030,0.8712049299451744,Clientes de nómina
1297384,0.8711142408545272,Universitarios inactivos
1284155,0.8711084377289219,Clientes de nómina
1020950,0.8711058514285078,Universitarios recién llegados
1240574,0.8710023429046313,Clientes de nómina
1243447,0.8709523715590802,Clientes de nómina
1204487,0.870948648172923,Universitarios recién llegados
1138257,0.8709376320129362,Universitarios recién llegados
1222576,0.8708752001150014,Universitarios recién llegados
1233510,0.8708749095608703,Clientes de nómina
1150522,0.8708458979118524,Universitarios inactivos
1331234,0.8708045770867743,Universitarios recién llegados
1329903,0.8707902905498832,Universitarios recién llegados
1239273,0.8707720712166762,Universitarios recién llegados
1333068,0.8707705146565562,Particulares con tarjeta
1086008,0.8707272276328837,Universitarios recién llegados
1266308,0.8707060112264021,Universitarios recién llegados
1309907,0.8707017061754251,Universitarios inactivos
1124851,0.8706919975008492,Universitarios recién llegados
1225565,0.8706139892569672,Universitarios inactivos
1207149,0.8705951652640124,Particulares con tarjeta
1252566,0.8705945461656435,Universitarios inactivos
1136894,0.8705684358828529,Universitarios recién llegados
1167037,0.8704969241743169,Clientes de nómina
1131445,0.870314153559285,Particulares básicos
1232131,0.8702560384335588,Particulares con tarjeta
1230813,0.8702265733027159,Particulares con tarjeta
1271456,0.8701998339189746,Universitarios inactivos
1118729,0.8701792122211138,Universitarios recién llegados
1313842,0.8701778134627489,Universitarios inactivos
760329,0.8701666519851822,Clientes de nómina
1126210,0.8701557649940722,Universitarios inactivos
1249225,0.8700973565552181,Universitarios recién llegados
1326844,0.8700705827849892,Universitarios inactivos
1336428,0.8700533693771013,Universitarios inactivos
1127378,0.8699961274177339,Universitarios inactivos
1028506,0.8699161988566266,Universitarios recién llegados
1080770,0.8698382891096568,Universitarios inactivos
1105195,0.8697861540140414,Clientes de nómina
1259708,0.869751662490595,Universitarios inactivos
1379059,0.869706059471016,Clientes de nómina
1235398,0.8696949847507992,Universitarios recién llegados
1271157,0.869693323206483,Clientes de nómina
1131716,0.8696905668100644,Particulares básicos
1328117,0.8695949524815946,Universitarios inactivos
1113834,0.869579874105739,Universitarios recién llegados
1250679,0.8694805197374075,Clientes de nómina
1276603,0.8694674508049985,Clientes de nómina
1057714,0.8694653296049015,Universitarios recién llegados
1269086,0.8694403426775267,Universitarios inactivos
1128310,0.8694315846776803,Particulares básicos
1269641,0.8694246907532416,Universitarios inactivos
1295751,0.8693960947762827,Clientes de nómina
1329744,0.8693610898649953,Particulares con tarjeta
1227970,0.8693279571244585,Universitarios inactivos
1238053,0.8692764681315442,Particulares básicos
1295758,0.8691807816162667,Universitarios recién llegados
1212299,0.8691537075983147,Clientes de nómina
1178614,0.8691273728833291,Clientes de nómina
1245051,0.8691122023274056,Universitarios inactivos
1326512,0.8690462046885006,Universitarios recién llegados
1266203,0.8690317439523534,Universitarios inactivos
1192375,0.8689959098417681,Clientes de nómina
1121599,0.8689890483659621,Universitarios inactivos
1245466,0.8689755354651741,Universitarios recién llegados
1263297,0.8689601970950501,Clientes de nómina
1227530,0.8689251258476033,Clientes de nómina
1250182,0.8688788596671994,Universitarios recién llegados
1297487,0.868837801374613,Clientes de nómina
1308097,0.8688053805819443,Universitarios recién llegados
1173292,0.8687931320140972,Universitarios inactivos
1197708,0.8687777655670598,Universitarios inactivos
1340732,0.8686676038125745,Universitarios inactivos
1242790,0.868618916386832,Universitarios recién llegados
1240137,0.868562936007404,Universitarios inactivos
1251021,0.868518862548102,Universitarios inactivos
1237307,0.8684449828708091,Universitarios inactivos
1268116,0.8683581047404836,Clientes de nómina
1263352,0.8683449630017221,Universitarios inactivos
1243026,0.868261336571281,Particulares con tarjeta
1235239,0.8682590528448327,Universitarios inactivos
1217518,0.8681974360408071,Universitarios recién llegados
1246064,0.867977090473561,Clientes de nómina
1377374,0.8679696606590672,Particulares con tarjeta
1243644,0.8679586348169863,Clientes de nómina
1225158,0.867909808652213,Universitarios inactivos
1151537,0.8678774197672386,Universitarios recién llegados
1298183,0.8678719225450844,Particulares básicos
1168838,0.867833429593661,Universitarios recién llegados
1143586,0.8677258659568389,Clientes de nómina
1347574,0.8677092129557333,Clientes de nómina
1140902,0.8676941895466975,Universitarios inactivos
1256011,0.8676634864999397,Universitarios recién llegados
1262458,0.8675516077336606,Universitarios inactivos
1264697,0.8675516077336606,Universitarios inactivos
1249308,0.8675341338615633,Universitarios inactivos
1392380,0.8675247543447963,Universitarios recién llegados
1242653,0.8675188273756749,Universitarios inactivos
1317063,0.8675111903777296,Universitarios recién llegados
1266017,0.8675088724774016,Universitarios inactivos
1254290,0.8674963011967609,Clientes de nómina
1259892,0.8674827673016356,Universitarios recién llegados
1299901,0.8674408297094548,Universitarios recién llegados
1222557,0.867432039899769,Particulares básicos
1254837,0.8673947852030343,Clientes de nómina
1252012,0.8673846532903223,Universitarios recién llegados
1356183,0.8673714369411218,Clientes de nómina
1246908,0.8673355362770188,Universitarios inactivos
1253821,0.8673202996448676,Universitarios inactivos
1251493,0.8672948659462988,Particulares con tarjeta
1191549,0.867269947792801,Universitarios inactivos
1238684,0.8671694425545596,Universitarios inactivos
1303326,0.8671644303923316,Universitarios recién llegados
1238653,0.8670941121002042,Universitarios recién llegados
1313394,0.8670781991776291,Universitarios inactivos
1232133,0.8670679170113936,Clientes de nómina
1124761,0.8670660636709602,Clientes de nómina
1237350,0.867026687271708,Universitarios inactivos
1140167,0.8670215533116692,Clientes de nómina
1264638,0.8669990069174115,Universitarios inactivos
1221446,0.8669954707210181,Clientes de nómina
1241281,0.866988575054635,Universitarios inactivos
1242827,0.8669750700080415,Universitarios inactivos
1265962,0.8669666269384059,Universitarios inactivos
1086035,0.8669534381567064,Universitarios recién llegados
1267086,0.8669256907175448,Universitarios recién llegados
1305759,0.8669161670182064,Universitarios inactivos
1019038,0.8668634078711737,Clientes de nómina
1177540,0.8667761190134942,Particulares con tarjeta
1301537,0.8667584972574173,Clientes de nómina
1238810,0.8667485492930538,Universitarios inactivos
1269796,0.8666923826266995,Particulares básicos
1239883,0.8666477981449022,Universitarios inactivos
1061724,0.8666476449620226,Universitarios recién llegados
1202186,0.8666301127456991,Clientes de nómina
1249614,0.8666136543883596,Clientes de nómina
1253434,0.866595540388177,Universitarios inactivos
1257238,0.866575928774343,Particulares con tarjeta
1297806,0.8665510241610364,Clientes de nómina
1327442,0.8665431479404568,Universitarios inactivos
1365536,0.8665379986963602,Particulares con tarjeta
1237050,0.8665132908874059,Clientes de nómina
1265614,0.8664214477032228,Universitarios inactivos
1264141,0.8663965119613612,Particulares con tarjeta
1256050,0.8663723208913031,Universitarios inactivos
1303370,0.8663489198644327,Particulares con tarjeta
1237386,0.866265772440459,Clientes de nómina
1299513,0.8662608654601733,Clientes de nómina
1015448,0.8662582432340689,Universitarios recién llegados
1266083,0.8662579624595563,Universitarios recién llegados
1173760,0.8662442339819292,Clientes de nómina
1181384,0.8662442339819292,Universitarios inactivos
1242982,0.8661012139969936,Universitarios inactivos
1099037,0.866093962861523,Clientes de nómina
1252016,0.8660609569298089,Universitarios recién llegados
1206567,0.8660581845514121,Clientes de nómina
1338672,0.8660572906750089,Particulares con tarjeta
1176831,0.8660353404908757,Universitarios inactivos
1336288,0.8660184006790765,Universitarios recién llegados
1332402,0.8660056820523688,Universitarios recién llegados
1216746,0.865990010494123,Clientes de nómina
1260516,0.8659880468422708,Particulares con tarjeta
1303331,0.8659822602855303,Universitarios inactivos
1181519,0.8658290906104467,Universitarios recién llegados
1250054,0.8658266835105445,Universitarios inactivos
1267460,0.865801625877487,Universitarios recién llegados
1105890,0.8657679341136063,Universitarios recién llegados
1276681,0.8657621286879311,Particulares básicos
1297427,0.8657413308040867,Universitarios recién llegados
1266614,0.8657325608423053,Universitarios inactivos
1248430,0.8657278784516705,Particulares con tarjeta
1262492,0.8657055139220906,Clientes de nómina
1307046,0.8657001718531548,Clientes de nómina
1307968,0.865694968324396,Particulares con tarjeta
1222420,0.8656123618219177,Clientes de nómina
1168504,0.8654818507544451,Universitarios recién llegados
1051386,0.8654483336878819,Universitarios inactivos
1258539,0.8654146128042004,Clientes de nómina
1386425,0.8652810553259542,Particulares con tarjeta
1151508,0.8652601883021176,Universitarios inactivos
1218046,0.8652267930036929,Particulares con tarjeta
1302129,0.8651834615563542,Universitarios recién llegados
1262962,0.8651786277751632,Particulares con tarjeta
1242461,0.8651677373820573,Universitarios inactivos
1208923,0.8651608002372778,Clientes de nómina
1177651,0.8651222949083901,Universitarios recién llegados
1262406,0.8650589881636124,Particulares básicos
1016049,0.8650459180999406,Universitarios recién llegados
1016976,0.8650276753641238,Universitarios recién llegados
1220400,0.8649788441894121,Particulares básicos
1246259,0.8649163777847192,Universitarios recién llegados
1018972,0.8648805192392611,Clientes de nómina
1265579,0.8648767249075668,Clientes de nómina
1239639,0.8648554984022526,Universitarios recién llegados
1299223,0.8647910251452525,Universitarios recién llegados
1115214,0.8647437297039337,Clientes de nómina
1054083,0.8647199769767024,Universitarios inactivos
1318973,0.8647141640166981,Clientes de nómina
1234733,0.8646702749943084,Universitarios recién llegados
1199138,0.8646492281955841,Universitarios recién llegados
1236646,0.8646350513286393,Universitarios inactivos
1274542,0.8646249677045178,Clientes de nómina
1260921,0.8645575336119852,Universitarios inactivos
1237880,0.8645149243058334,Universitarios inactivos
1300338,0.8644945169978084,Particulares básicos
1318597,0.8644595901336218,Clientes de nómina
1258223,0.8644544058700868,Particulares con tarjeta
1304682,0.8643829604787252,Universitarios inactivos
1239552,0.8643460914038303,Clientes de nómina
1097308,0.8643211012423899,Universitarios recién llegados
1247161,0.8642929718346215,Clientes de nómina
1300335,0.8642677381449054,Clientes de nómina
1235200,0.8642404467782324,Universitarios recién llegados
1209016,0.8642363459462015,Particulares con tarjeta
1250763,0.86421486076987,Universitarios recién llegados
1255440,0.8641792307007002,Universitarios inactivos
1053722,0.8640357207977611,Universitarios recién llegados
1297254,0.8640355742929102,Particulares básicos
1384529,0.8640244456442501,Particulares con tarjeta
1051424,0.8640082728539286,Universitarios recién llegados
1063239,0.8639667985028662,Universitarios inactivos
1315088,0.863897723221585,Universitarios inactivos
949560,0.8638751011503316,Clientes de nómina
1284908,0.8638746651240565,Clientes de nómina
1167909,0.8638439174441447,Particulares con tarjeta
1301176,0.8638191632344833,Universitarios inactivos
1297618,0.8638169105880833,Universitarios recién llegados
1381581,0.8637432781527745,Clientes de nómina
1543966,0.8637342509156457,Particulares con tarjeta
966906,0.8636947164496956,Universitarios recién llegados
1268136,0.8636764794060233,Universitarios inactivos
1190270,0.8636660692388967,Universitarios inactivos
1142687,0.8636602785407871,Clientes de nómina
1022239,0.8636144733105616,Universitarios recién llegados
1320261,0.863577989802789,Universitarios recién llegados
1243706,0.8633842747019944,Universitarios inactivos
1256559,0.8633486260861639,Particulares básicos
1248089,0.8633467313966549,Clientes de nómina
1297540,0.8632940545456089,Universitarios inactivos
1264355,0.8632658430364141,Universitarios inactivos
1131834,0.8632135581106936,Clientes de nómina
1268195,0.8632096256487929,Universitarios inactivos
1265459,0.8631961885899764,Universitarios inactivos
1175980,0.8631040986639651,Universitarios recién llegados
1252936,0.8630707080083846,Universitarios inactivos
1319821,0.8630582920352395,Particulares básicos
1291608,0.8630465497616364,Clientes de nómina
1292586,0.8630465497616364,Universitarios inactivos
538227,0.8630198389711594,Universitarios inactivos
1017580,0.862974231322691,Universitarios inactivos
1141395,0.8629393773250293,Universitarios inactivos
1255423,0.8629203300861182,Clientes de nómina
1213230,0.8629148669512915,Universitarios recién llegados
1329613,0.862895198220906,Clientes de nómina
1133314,0.8628836223145013,Universitarios recién llegados
1167081,0.8628653280598815,Clientes de nómina
1138182,0.8628500743182658,Universitarios inactivos
1251788,0.862828476983496,Universitarios inactivos
1290626,0.8628088000981201,Universitarios recién llegados
1259320,0.8627357251835364,Universitarios recién llegados
1179515,0.8627235168951916,Universitarios recién llegados
1199892,0.8627039434388627,Clientes de nómina
1227660,0.8626938563867841,Universitarios recién llegados
1114168,0.8626935613824258,Universitarios recién llegados
1255107,0.8626879837083385,Clientes de nómina
1237171,0.8625477841409751,Universitarios recién llegados
1298766,0.8625343331437083,Clientes de nómina
1191533,0.8625314873943768,Clientes de nómina
1298152,0.862505256680732,Universitarios recién llegados
1325188,0.8624836683621688,Particulares con tarjeta
1298441,0.8624670792886034,Universitarios recién llegados
1057085,0.8623803092991403,Universitarios recién llegados
1242948,0.862342890130234,Universitarios inactivos
1187044,0.8622858374394059,Universitarios inactivos
1255844,0.8622661560563993,Universitarios inactivos
1246616,0.8622352936139386,Universitarios recién llegados
1251910,0.8622277068285559,Universitarios inactivos
1256799,0.8622017751465227,Clientes de nómina
1236424,0.8621527894428496,Particulares básicos
1262503,0.8621054263177192,Universitarios recién llegados
1260672,0.8621035847190821,Universitarios recién llegados
1253471,0.8620949346784524,Universitarios inactivos
1263416,0.8620623537513588,Particulares básicos
1254810,0.8619364753818405,Particulares con tarjeta
1330212,0.8619184099410536,Universitarios recién llegados
1020881,0.8619067115846232,Universitarios inactivos
1219091,0.8618487838926479,Universitarios recién llegados
1245788,0.8618021121699906,Particulares con tarjeta
1302266,0.8617851488474622,Universitarios recién llegados
1157140,0.8617478605571781,Universitarios inactivos
1263593,0.8617361553739104,Universitarios inactivos
1140512,0.8617132192132289,Universitarios recién llegados
1330635,0.8616796323000813,Particulares con tarjeta
1266003,0.8616412474272983,Clientes de nómina
1268450,0.8616295415623568,Clientes de nómina
1257640,0.8615951281068315,Universitarios inactivos
1335442,0.8615559419639124,Universitarios inactivos
1250045,0.8615352342505923,Universitarios inactivos
1222554,0.8615135691578009,Universitarios recién llegados
1249521,0.8614787079173853,Particulares con tarjeta
1266263,0.861471835604696,Particulares con tarjeta
1134010,0.8613871409884072,Particulares con tarjeta
981635,0.8613326553430212,Universitarios recién llegados
1017601,0.8613042269370103,Universitarios inactivos
1299927,0.8613039082234187,Particulares con tarjeta
1246740,0.8613002802031944,Clientes de nómina
1255704,0.8612884470548939,Particulares con tarjeta
1137044,0.8612608782658446,Clientes de nómina
1121300,0.8612379008067749,Universitarios recién llegados
1250253,0.8612022898390199,Clientes de nómina
1371827,0.8611969880931698,Clientes de nómina
1161266,0.8611921281851461,Universitarios inactivos
1252957,0.8611902287976665,Universitarios inactivos
1172977,0.8611744857925512,Universitarios inactivos
1131679,0.8611735691885409,Clientes de nómina
1334667,0.8611486888386725,Universitarios inactivos
1168560,0.8611428119409811,Universitarios recién llegados
1299463,0.8611399199363984,Particulares con tarjeta
1128395,0.8611372014028061,Clientes de nómina
1277911,0.8611125742556976,Clientes de nómina
1306066,0.8610599439155141,Universitarios inactivos
1246594,0.8610524280656171,Clientes de nómina
1338816,0.8610279277590959,Clientes de nómina
1333066,0.8610253230479297,Universitarios recién llegados
1252586,0.8610122412058062,Clientes de nómina
1247138,0.860987606732252,Clientes de nómina
1246411,0.8609780679487561,Universitarios recién llegados
1146758,0.8609715065396248,Particulares con tarjeta
1269359,0.860960263635205,Universitarios inactivos
1067498,0.8609282009893332,Universitarios recién llegados
1140788,0.8609128731363281,Clientes de nómina
1299514,0.8609006922152606,Universitarios inactivos
1362587,0.8608697400808025,Clientes de nómina
1246929,0.8608591445096283,Particulares con tarjeta
1249481,0.8608541681015522,Clientes de nómina
1187037,0.860838253338596,Clientes de nómina
1164057,0.860822453024333,Universitarios inactivos
1145016,0.8608170647766828,Universitarios recién llegados
1257737,0.8608101531097122,Universitarios inactivos
1240703,0.8608010944768898,Particulares con tarjeta
1262172,0.8607907268183802,Particulares básicos
1131715,0.860770140638325,Particulares básicos
1237423,0.8606923761572464,Clientes de nómina
1250716,0.8606773099241489,Universitarios inactivos
1545782,0.860610117916749,Particulares con tarjeta
1326254,0.8606034282140412,Particulares con tarjeta
1150597,0.8606000643315345,Universitarios inactivos
1258947,0.8605918612269179,Particulares con tarjeta
1237037,0.8605904791286085,Clientes de nómina
1220776,0.8605850101163367,Universitarios inactivos
1172923,0.8605221931575749,Universitarios inactivos
1546830,0.8604950478671104,Particulares con tarjeta
1227545,0.860480366418701,Universitarios inactivos
1229261,0.8604482751500975,Particulares básicos
1301544,0.8604241550944194,Clientes de nómina
1246634,0.860423621618197,Universitarios inactivos
1114485,0.8603776579796711,Clientes de nómina
1140564,0.8603433957365973,Clientes de nómina
1335257,0.8602883349150183,Particulares básicos
1338041,0.8602780461253783,Particulares con tarjeta
1255847,0.8602542364633452,Universitarios inactivos
1399727,0.8602071842520623,Clientes de nómina
1028532,0.860136460841117,Universitarios inactivos
1170617,0.8601331752505986,Clientes de nómina
1159796,0.8601244337270466,Clientes de nómina
1105314,0.8601205776789411,Universitarios recién llegados
1270232,0.8601169337609947,Clientes de nómina
1232512,0.860116728206232,Universitarios recién llegados
