pk_cid,probabilidad_pension_plan
1168621,0.8798277858521795
1318882,0.879446709500682
1302634,0.8793769939318014
1208850,0.8792809176020878
1099115,0.879246623484114
1319022,0.8792304695658498
1199958,0.8791278041996791
1022635,0.8791183112530763
1245707,0.87909423443833
1122684,0.8788467815831171
1117970,0.8788264722414082
1255367,0.8787338886968106
1114161,0.8783652311106162
1235068,0.8782013291176352
1045976,0.8781570299371542
1267842,0.8780714758019137
1312379,0.8779132137092749
1120467,0.8778397058426486
1090833,0.8776566719898168
1020380,0.8776526152270928
1377610,0.8774501644684206
1253046,0.8774011144530499
1110794,0.8773369163487045
1051824,0.8772364073650158
1357214,0.8771395921864761
1368968,0.8770212284795228
1055400,0.876968056911143
1244503,0.8769627005964327
1109061,0.8769347897800394
1102891,0.8769269004594427
1114549,0.8768730138384969
1304339,0.8766270203384882
1249272,0.8766217710737031
1119965,0.8765643171237139
1132795,0.8764698052928973
1230086,0.8764575826842957
1076514,0.8761363518377389
1239496,0.8761039074370872
1234187,0.876032470408986
1344913,0.8760086885153898
1078184,0.875862694586898
1185905,0.8758570477483564
1175286,0.8757057750619273
1052857,0.8756322549779132
1080765,0.8754659448783402
1178579,0.8753359114699318
1236640,0.8752974899162895
1234326,0.8752301163876421
1118752,0.875145072130421
1157206,0.8750966768061551
1236865,0.8748871783715796
1233740,0.8747188753816497
1018517,0.8747047218720604
1257351,0.8746325791457245
1317846,0.8746033243691452
1255140,0.8742815459587547
1127271,0.8742551120929797
1209659,0.8742147660753229
1220144,0.8742022193895572
1246796,0.8740911555281186
1115403,0.874053348680769
1234964,0.8740027639983258
1225693,0.8739777566781648
1287760,0.873931475344276
1247473,0.8738425564495564
1229938,0.8738263294182459
1035940,0.8736439087888289
1297132,0.8735456568071286
1234047,0.8735406115123396
1245752,0.8734834480933572
1246360,0.8734022910899819
1312406,0.8733340169796503
1022458,0.873282683874996
1242261,0.8732308256674249
1234237,0.8732080142651214
1065029,0.87303697722114
1246706,0.8729891387350069
1254236,0.8728022864681736
1297245,0.8727958076437566
1232156,0.8727480331106634
651732,0.8727338748518991
1242472,0.872720321974658
720905,0.8726518600654005
1118003,0.872651708667553
1358300,0.8726460215930381
1193124,0.8725443755915482
1328037,0.8725369374038087
1235402,0.8724407445853308
1133252,0.872403440024424
1304895,0.8723323087271274
1019632,0.8722521749786484
1263279,0.8721662289666544
1298629,0.8721435785278273
1118794,0.8720949752960773
1259650,0.872024844998459
1253164,0.8720161344563879
1240050,0.8719347829363644
1307049,0.8719183316882405
1052177,0.8717217357733091
1263013,0.8717164698964001
1255012,0.8717084844058011
1302050,0.8716136884935483
1240634,0.8714835448041871
1311518,0.8714046887915536
1308897,0.8713951956801289
1171710,0.8713712185948657
1236487,0.8713604022312869
1252346,0.8713343509605558
1233946,0.8713336413814168
1185929,0.8712971207955712
1014300,0.8712963862444254
1336398,0.8712285947057206
1138273,0.8712150396477434
1241030,0.8712049299451744
1297384,0.8711142408545272
1284155,0.8711084377289219
1020950,0.8711058514285078
1240574,0.8710023429046313
1243447,0.8709523715590802
1204487,0.870948648172923
1138257,0.8709376320129362
1222576,0.8708752001150014
1233510,0.8708749095608703
1150522,0.8708458979118524
1331234,0.8708045770867743
1329903,0.8707902905498832
1239273,0.8707720712166762
1333068,0.8707705146565562
1086008,0.8707272276328837
1266308,0.8707060112264021
1309907,0.8707017061754251
1124851,0.8706919975008492
1225565,0.8706139892569672
1207149,0.8705951652640124
1252566,0.8705945461656435
1136894,0.8705684358828529
1167037,0.8704969241743169
1131445,0.870314153559285
1232131,0.8702560384335588
1230813,0.8702265733027159
1271456,0.8701998339189746
1118729,0.8701792122211138
1313842,0.8701778134627489
760329,0.8701666519851822
1126210,0.8701557649940722
1249225,0.8700973565552181
1326844,0.8700705827849892
1336428,0.8700533693771013
1127378,0.8699961274177339
1028506,0.8699161988566266
1080770,0.8698382891096568
1105195,0.8697861540140414
1259708,0.869751662490595
1379059,0.869706059471016
1235398,0.8696949847507992
1271157,0.869693323206483
1131716,0.8696905668100644
1328117,0.8695949524815946
1113834,0.869579874105739
1250679,0.8694805197374075
1276603,0.8694674508049985
1057714,0.8694653296049015
1269086,0.8694403426775267
1128310,0.8694315846776803
1269641,0.8694246907532416
1295751,0.8693960947762827
1329744,0.8693610898649953
1227970,0.8693279571244585
1238053,0.8692764681315442
1295758,0.8691807816162667
1212299,0.8691537075983147
1178614,0.8691273728833291
1245051,0.8691122023274056
1326512,0.8690462046885006
1266203,0.8690317439523534
1192375,0.8689959098417681
1121599,0.8689890483659621
1245466,0.8689755354651741
1263297,0.8689601970950501
1227530,0.8689251258476033
1250182,0.8688788596671994
1297487,0.868837801374613
1308097,0.8688053805819443
1173292,0.8687931320140972
1197708,0.8687777655670598
1340732,0.8686676038125745
1242790,0.868618916386832
1240137,0.868562936007404
1251021,0.868518862548102
1237307,0.8684449828708091
1268116,0.8683581047404836
1263352,0.8683449630017221
1243026,0.868261336571281
1235239,0.8682590528448327
1217518,0.8681974360408071
1246064,0.867977090473561
1377374,0.8679696606590672
1243644,0.8679586348169863
1225158,0.867909808652213
1151537,0.8678774197672386
1298183,0.8678719225450844
1168838,0.867833429593661
1143586,0.8677258659568389
1347574,0.8677092129557333
1140902,0.8676941895466975
1256011,0.8676634864999397
1262458,0.8675516077336606
1264697,0.8675516077336606
1249308,0.8675341338615633
1392380,0.8675247543447963
1242653,0.8675188273756749
1317063,0.8675111903777296
1266017,0.8675088724774016
1254290,0.8674963011967609
1259892,0.8674827673016356
1299901,0.8674408297094548
1222557,0.867432039899769
1254837,0.8673947852030343
1252012,0.8673846532903223
1356183,0.8673714369411218
1246908,0.8673355362770188
1253821,0.8673202996448676
1251493,0.8672948659462988
1191549,0.867269947792801
1238684,0.8671694425545596
1303326,0.8671644303923316
1238653,0.8670941121002042
1313394,0.8670781991776291
1232133,0.8670679170113936
1124761,0.8670660636709602
1237350,0.867026687271708
1140167,0.8670215533116692
1264638,0.8669990069174115
1221446,0.8669954707210181
1241281,0.866988575054635
1242827,0.8669750700080415
1265962,0.8669666269384059
1086035,0.8669534381567064
1267086,0.8669256907175448
1305759,0.8669161670182064
1019038,0.8668634078711737
1177540,0.8667761190134942
1301537,0.8667584972574173
1238810,0.8667485492930538
1269796,0.8666923826266995
1239883,0.8666477981449022
1061724,0.8666476449620226
1202186,0.8666301127456991
1249614,0.8666136543883596
1253434,0.866595540388177
1257238,0.866575928774343
1297806,0.8665510241610364
1327442,0.8665431479404568
1365536,0.8665379986963602
1237050,0.8665132908874059
1265614,0.8664214477032228
1264141,0.8663965119613612
1256050,0.8663723208913031
1303370,0.8663489198644327
1237386,0.866265772440459
1299513,0.8662608654601733
1015448,0.8662582432340689
1266083,0.8662579624595563
1173760,0.8662442339819292
1181384,0.8662442339819292
1242982,0.8661012139969936
1099037,0.866093962861523
1252016,0.8660609569298089
1206567,0.8660581845514121
1338672,0.8660572906750089
1176831,0.8660353404908757
1336288,0.8660184006790765
1332402,0.8660056820523688
1216746,0.865990010494123
1260516,0.8659880468422708
1303331,0.8659822602855303
1181519,0.8658290906104467
1250054,0.8658266835105445
1267460,0.865801625877487
1105890,0.8657679341136063
1276681,0.8657621286879311
1297427,0.8657413308040867
1266614,0.8657325608423053
1248430,0.8657278784516705
1262492,0.8657055139220906
1307046,0.8657001718531548
1307968,0.865694968324396
1222420,0.8656123618219177
1168504,0.8654818507544451
1051386,0.8654483336878819
1258539,0.8654146128042004
1386425,0.8652810553259542
1151508,0.8652601883021176
1218046,0.8652267930036929
1302129,0.8651834615563542
1262962,0.8651786277751632
1242461,0.8651677373820573
1208923,0.8651608002372778
1177651,0.8651222949083901
1262406,0.8650589881636124
1016049,0.8650459180999406
1016976,0.8650276753641238
1220400,0.8649788441894121
1246259,0.8649163777847192
1018972,0.8648805192392611
1265579,0.8648767249075668
1239639,0.8648554984022526
1299223,0.8647910251452525
1115214,0.8647437297039337
1054083,0.8647199769767024
1318973,0.8647141640166981
1234733,0.8646702749943084
1199138,0.8646492281955841
1236646,0.8646350513286393
1274542,0.8646249677045178
1260921,0.8645575336119852
1237880,0.8645149243058334
1300338,0.8644945169978084
1318597,0.8644595901336218
1258223,0.8644544058700868
1304682,0.8643829604787252
1239552,0.8643460914038303
1097308,0.8643211012423899
1247161,0.8642929718346215
1300335,0.8642677381449054
1235200,0.8642404467782324
1209016,0.8642363459462015
1250763,0.86421486076987
1255440,0.8641792307007002
1053722,0.8640357207977611
1297254,0.8640355742929102
1384529,0.8640244456442501
1051424,0.8640082728539286
1063239,0.8639667985028662
1315088,0.863897723221585
949560,0.8638751011503316
1284908,0.8638746651240565
1167909,0.8638439174441447
1301176,0.8638191632344833
1297618,0.8638169105880833
1381581,0.8637432781527745
1543966,0.8637342509156457
966906,0.8636947164496956
1268136,0.8636764794060233
1190270,0.8636660692388967
1142687,0.8636602785407871
1022239,0.8636144733105616
1320261,0.863577989802789
1243706,0.8633842747019944
1256559,0.8633486260861639
1248089,0.8633467313966549
1297540,0.8632940545456089
1264355,0.8632658430364141
1131834,0.8632135581106936
1268195,0.8632096256487929
1265459,0.8631961885899764
1175980,0.8631040986639651
1252936,0.8630707080083846
1319821,0.8630582920352395
1291608,0.8630465497616364
1292586,0.8630465497616364
538227,0.8630198389711594
1017580,0.862974231322691
1141395,0.8629393773250293
1255423,0.8629203300861182
1213230,0.8629148669512915
1329613,0.862895198220906
1133314,0.8628836223145013
1167081,0.8628653280598815
1138182,0.8628500743182658
1251788,0.862828476983496
1290626,0.8628088000981201
1259320,0.8627357251835364
1179515,0.8627235168951916
1199892,0.8627039434388627
1227660,0.8626938563867841
1114168,0.8626935613824258
1255107,0.8626879837083385
1237171,0.8625477841409751
1298766,0.8625343331437083
1191533,0.8625314873943768
1298152,0.862505256680732
1325188,0.8624836683621688
1298441,0.8624670792886034
1057085,0.8623803092991403
1242948,0.862342890130234
1187044,0.8622858374394059
1255844,0.8622661560563993
1246616,0.8622352936139386
1251910,0.8622277068285559
1256799,0.8622017751465227
1236424,0.8621527894428496
1262503,0.8621054263177192
1260672,0.8621035847190821
1253471,0.8620949346784524
1263416,0.8620623537513588
1254810,0.8619364753818405
1330212,0.8619184099410536
1020881,0.8619067115846232
1219091,0.8618487838926479
1245788,0.8618021121699906
1302266,0.8617851488474622
1157140,0.8617478605571781
1263593,0.8617361553739104
1140512,0.8617132192132289
1330635,0.8616796323000813
1266003,0.8616412474272983
1268450,0.8616295415623568
1257640,0.8615951281068315
1335442,0.8615559419639124
1250045,0.8615352342505923
1222554,0.8615135691578009
1249521,0.8614787079173853
1266263,0.861471835604696
1134010,0.8613871409884072
981635,0.8613326553430212
1017601,0.8613042269370103
1299927,0.8613039082234187
1246740,0.8613002802031944
1255704,0.8612884470548939
1137044,0.8612608782658446
1121300,0.8612379008067749
1250253,0.8612022898390199
1371827,0.8611969880931698
1161266,0.8611921281851461
1252957,0.8611902287976665
1172977,0.8611744857925512
1131679,0.8611735691885409
1334667,0.8611486888386725
1168560,0.8611428119409811
1299463,0.8611399199363984
1128395,0.8611372014028061
1277911,0.8611125742556976
1306066,0.8610599439155141
1246594,0.8610524280656171
1338816,0.8610279277590959
1333066,0.8610253230479297
1252586,0.8610122412058062
1247138,0.860987606732252
1246411,0.8609780679487561
1146758,0.8609715065396248
1269359,0.860960263635205
1067498,0.8609282009893332
1140788,0.8609128731363281
1299514,0.8609006922152606
1362587,0.8608697400808025
1246929,0.8608591445096283
1249481,0.8608541681015522
1187037,0.860838253338596
1164057,0.860822453024333
1145016,0.8608170647766828
1257737,0.8608101531097122
1240703,0.8608010944768898
1262172,0.8607907268183802
1131715,0.860770140638325
1237423,0.8606923761572464
1250716,0.8606773099241489
1545782,0.860610117916749
1326254,0.8606034282140412
1150597,0.8606000643315345
1258947,0.8605918612269179
1237037,0.8605904791286085
1220776,0.8605850101163367
1172923,0.8605221931575749
1546830,0.8604950478671104
1227545,0.860480366418701
1229261,0.8604482751500975
1301544,0.8604241550944194
1246634,0.860423621618197
1114485,0.8603776579796711
1140564,0.8603433957365973
1335257,0.8602883349150183
1338041,0.8602780461253783
1255847,0.8602542364633452
1399727,0.8602071842520623
1028532,0.860136460841117
1170617,0.8601331752505986
1159796,0.8601244337270466
1105314,0.8601205776789411
1270232,0.8601169337609947
1232512,0.860116728206232
1241098,0.8601067138893341
1192870,0.8600947768447071
1257529,0.8600935722486457
1172788,0.8600925608769426
1238370,0.8600742072411534
1329847,0.8600591425944493
1173825,0.8600382556418857
1245469,0.8600337869248744
1341911,0.8600042857414203
1250553,0.8599740626676807
1164133,0.8599485683414798
1388082,0.8599249885337946
1230510,0.8598991033327816
1304237,0.8598954525200961
1239505,0.859875798465241
386062,0.8598738103014976
1230910,0.8598604009484048
1378972,0.8598461689317832
1217424,0.8598344658390854
1203217,0.8597615081220016
1175940,0.8597531965510297
1169267,0.859730790205673
1314679,0.8597079938887343
1257893,0.8597048428335053
1236633,0.8596999441587568
1234797,0.859694979355109
1266895,0.8596830347558527
1137267,0.8595349515456472
1125186,0.8595349272850299
1246581,0.8595317091255811
1326130,0.8595219334791097
1023140,0.8595116263411549
1277603,0.859501160705016
1363780,0.8594771243479243
1248644,0.8594291689681093
1090844,0.8594200255343674
1249823,0.8594179979718878
1220962,0.859326649559799
1276657,0.8593216425005289
1299741,0.8593045170406467
1170046,0.8592642771129956
1267690,0.8592616839908888
1156023,0.859260957272771
1200148,0.8592301734001626
1260878,0.8592069435657279
1246876,0.859196955216014
747669,0.8591880639460517
1271106,0.8591839549628967
1280840,0.8591759050787342
1193063,0.8591555355992989
1125230,0.8591113792430227
1350733,0.8590589235252494
1192477,0.859019658629873
1388741,0.8590059502476766
1325410,0.8589880323876251
1137643,0.8589526609222756
1256663,0.8589515516946373
1210187,0.8589138967742046
1497819,0.858897360869758
1298645,0.8588961842248495
1148885,0.8588933909356469
1137963,0.8588203045968237
1249208,0.8588152056345923
1254137,0.8587886869618726
1073054,0.8587177373408877
1246319,0.8586889630159762
1251579,0.8586494807773154
1339071,0.8586355655532371
1134809,0.8586329524985905
515316,0.8585912968616312
1250051,0.8585711676699656
1347122,0.858530833934901
1184356,0.8585077155629329
1246268,0.858492113375485
1372735,0.8584648417237475
1017096,0.8584632564565029
1326346,0.8584446599514622
1246805,0.8584180625452338
1213165,0.8584130335831442
1251453,0.8584054072930544
1297352,0.8583867477910377
1255293,0.858384119486729
1299147,0.8583451368028879
1138052,0.8583261001860717
1241824,0.8583235109812852
1255213,0.8583175711413118
1547008,0.8582957800935691
1244148,0.8582863989189968
1305521,0.8582535749864239
1187096,0.858223870798189
1311534,0.8582230557471964
1206481,0.8582083117893206
1191481,0.8582079624205055
1232633,0.8581974799652592
1239049,0.8581761377124544
1384919,0.8581758473311436
1055708,0.8581619285943579
1544127,0.8581113704951251
1404074,0.8581112100812557
1124238,0.8581094422157993
1370993,0.8580952101126309
1120502,0.8580807561662357
1234619,0.8580601498184923
1139012,0.8580548214185326
1366917,0.8580311028995754
1201085,0.8580156204249204
1314722,0.8580145484247216
1128004,0.8579982158119585
1020782,0.8579796488527714
1253917,0.8579692210007251
1230233,0.857957177061363
1224719,0.8579535434779223
1253367,0.8579301805413416
1174742,0.8579298339830882
1247143,0.8579277090364894
1262817,0.8579061036095242
1302573,0.8579054782067108
1237768,0.857904075330755
1242069,0.8578882192967324
1347934,0.8578854921338194
1265169,0.8578777423243698
1354368,0.8578773780877159
1325348,0.8578669397928937
1240679,0.857856609018563
1283124,0.8578496948126632
1297816,0.8578496948126632
1238704,0.8578344862525112
1134025,0.8578344350763414
1256177,0.8578039435780408
1303361,0.857792325680003
1187186,0.8577714632771269
1301265,0.8577573208436189
1332590,0.8577561173785185
1246137,0.857741809203387
1176010,0.8577152283256477
1274502,0.8576941303544764
1229868,0.8576860248528216
1258944,0.8576855130367946
1293798,0.8576840649263708
1141045,0.8576750801563664
1123896,0.8576734248609277
1228139,0.857661014276303
1362440,0.8576493383875502
1189296,0.8576424810149397
1124261,0.8576267342650348
1208725,0.8576193892252311
1263498,0.8576077210311136
1226327,0.8576006449833932
1325431,0.8575718495628992
1182417,0.8575425049918418
1110787,0.857477930664834
1251701,0.857470375016389
1146171,0.8574602495480392
1233407,0.8574582350543248
1421214,0.8574206029536765
1234094,0.8574051577090253
1325647,0.8574027401828745
1295776,0.8573855196365228
1235313,0.8573677373424495
1243608,0.8573379801863242
1259971,0.8573281746274894
1265195,0.8573274575164089
1347704,0.8573261622337007
1261185,0.8573229228625365
1241090,0.8572778925505808
1264421,0.8572750332512293
1264778,0.8572747135898979
1167021,0.8572497226071762
1148087,0.8572455195846959
1236411,0.8572350535424058
1126576,0.8572191723857127
1306039,0.8571970412629532
1073077,0.8571881646369671
1236409,0.8571827831550348
1164176,0.857148528883699
1366883,0.8571445659130292
1268002,0.8571324019931368
1236683,0.8571282717028349
1267662,0.8571003346151008
1266683,0.8570935259711412
1433951,0.85704839712424
1266929,0.8570091508390673
905660,0.8569944964160455
707881,0.8569575588705481
1216838,0.8569567710901573
1299888,0.8569563218944235
1247853,0.856947455071248
1198532,0.8569358065035104
1261571,0.856935051214799
1226644,0.8569294762872128
1245689,0.8569091648334854
1154211,0.8568959479437412
1360563,0.8568947928334069
1243665,0.85688301243685
1245928,0.8568670201202199
1190234,0.8568148649874052
1263348,0.8568090699537029
1291138,0.8567964865337642
1337018,0.8567653460410009
1239716,0.8567539857183001
1253508,0.8567461703075706
1241446,0.8567287412399711
1262178,0.8567182943550415
1245160,0.85669554527224
1252220,0.856690820842497
1267504,0.8566828363536488
1257907,0.8566748038217458
1240218,0.8566554256964725
1305468,0.8566407360629456
1245430,0.8566304142746705
1301238,0.8566228005070946
1187111,0.856616686591051
1268265,0.8566134124931019
1382340,0.856577214978884
1257889,0.8565555283014686
1135742,0.8565499507960094
1245990,0.8565489973115519
1380820,0.8565393191179376
1247891,0.8565222375884834
1336267,0.856506648625349
1180312,0.8564573952604764
1120485,0.856452953980139
1262386,0.8564277422698859
1175986,0.8564257530517504
1480752,0.8564195518682264
1254828,0.8564141718853856
1215869,0.8564100002127149
1124072,0.856402314440468
1298323,0.8563963392364398
1139476,0.8563923191328929
1239085,0.8563867482416196
1240992,0.8563353486092209
1133511,0.8562977964081828
1258334,0.856263703733761
1226869,0.8562447244384865
1270847,0.8562187235073135
1240958,0.8562149775211773
1433946,0.8561127856206889
536169,0.8561046636092283
1254536,0.8560874407463592
1169254,0.8560740566275693
1239737,0.8560703953441183
1543851,0.8560499449551524
1544157,0.8560499449551524
1254567,0.8560343114244254
1122076,0.8560288284296119
1094289,0.8559939023124788
1268096,0.8559852314565768
1311699,0.855955131028524
1127799,0.8559489550077819
1240215,0.8559455792965707
1299094,0.8559424914551563
1469839,0.8559414476107374
1258651,0.8559409137639159
1134356,0.8559179923510906
1236379,0.8558812308369667
1098921,0.8558761554783721
1042782,0.8558463527715112
1246155,0.855834402622159
1242459,0.8557909785791202
1242985,0.8557909785791202
1241022,0.8557743275578917
1124988,0.8557680994664734
1121296,0.8557675090206843
1315624,0.8557403691250448
1251471,0.8557321875781259
1250847,0.8557205527022453
1179649,0.8557074026765525
1261031,0.8556887447845579
1257695,0.8556782443849253
1323643,0.8556705159558349
1321558,0.8556625076447667
1366788,0.8556564700545846
1254565,0.8556422485405316
1169957,0.8556104008571178
1238739,0.8556022520037431
1357853,0.8555552293520283
1210057,0.8555544502492364
1057006,0.8555504714712079
1169598,0.8555297121820183
1252481,0.8555275270611227
1222269,0.8554876749246798
1134323,0.8554818735827915
1265839,0.8554565618102036
1265835,0.8554565618102036
1264208,0.8554332192448962
1358674,0.8554071079407709
1266728,0.8553742629469359
1250019,0.855353622267055
1219431,0.8553421390215252
1128033,0.8553374710919562
1176523,0.8553301942970076
1240931,0.8553224644428472
1221029,0.8553135406150751
1266688,0.8552881867901686
1253063,0.8552764870865194
1237565,0.8552759585498653
1304649,0.8552601843106796
1143565,0.8552049809283166
1249963,0.8551884917750903
1057768,0.8551822561509829
1336239,0.8551808165604331
1144975,0.855159073554246
1243759,0.8551539045381091
1178656,0.8551517536085634
1238013,0.8550789542421506
1310892,0.85507482922716
1259875,0.8550729187726996
1252843,0.8550624059523493
1247780,0.855056426655036
1327556,0.8550561711408471
1316291,0.8550457859107288
1256321,0.855044918700637
1212788,0.8550392988758241
1299877,0.8550217359690402
1140509,0.8549947346772039
1306945,0.8549871567877214
1386477,0.8549597723600726
1255940,0.8549390907200114
1128160,0.8549202660900683
1297786,0.8549095652913047
1251130,0.8549027081599464
1176813,0.8548933706975445
1234317,0.8548903905809878
1265664,0.8548726008231746
1296247,0.8548176587947991
1391830,0.8548163744914477
1077324,0.8548035896615941
1234975,0.8548005128103155
1461013,0.8547863377280956
1236509,0.8547799530732908
1123812,0.8547688980480879
1145050,0.8547681172137028
1268085,0.854757348112142
1251978,0.8547539591198764
1250300,0.854746650258503
1135905,0.8547362965842195
1157102,0.854727371402048
1143591,0.8547270235199884
1275203,0.854719276823638
1275916,0.8546811280760579
1124978,0.8546526635457564
1329389,0.854640419960185
1244425,0.8546390011253857
1300122,0.8546379940097459
1379726,0.8546269557659218
1276674,0.8545611938765489
1263541,0.8545575545921772
1405101,0.8545227017086396
768129,0.8545108900901451
1184342,0.8544952717305133
1125798,0.854492132319298
1315015,0.8544877536121744
1235337,0.8544718364789383
1153262,0.8544511773750891
1228413,0.8544503413485015
1054295,0.854392670491629
1256673,0.8543388760544447
1231272,0.854295160653807
1209037,0.8542821785145962
1299517,0.8542791711165607
1238285,0.854274693997731
1432530,0.8542708638638828
1224672,0.8542680645259586
1240198,0.8542329531902326
1250669,0.854216812593725
1245386,0.8542112467544336
1095643,0.8542027547411363
1325295,0.8541952938477505
1124592,0.854191733553653
1102827,0.8541791924583458
1250174,0.8541709835855816
1244214,0.8541516519484952
1243303,0.8541426206113398
1238548,0.8541084682479085
1245394,0.8541038555402184
1123652,0.8540970322021799
1268770,0.8540962668136126
1262065,0.8540695797868966
1267114,0.8540657308746695
1141163,0.8540301908565897
1131372,0.854006727249479
1191418,0.8539932965375876
1233755,0.8539772460891342
1019052,0.8539742332913947
1252354,0.8539662543659816
1234208,0.8539499532125467
1298911,0.853945499401256
1320157,0.8539280445758851
1248310,0.8539237871675757
1377309,0.8539221089298172
1242379,0.8539120904582056
1180331,0.8539094658079122
1050652,0.8539058151938173
1122838,0.8538646139703496
1258277,0.8538525467238969
1126619,0.8538485598126307
1209035,0.8538400850824656
1307327,0.8538065888390594
1248885,0.8537904334623427
1327632,0.8537845848207013
1177757,0.8537825307583262
1254725,0.8537785346660689
1138487,0.8537586626344732
1236730,0.8537566376505301
1442531,0.8537500151192614
1132696,0.853729425202713
1229439,0.8537141139719137
1257573,0.8536916966807229
1134693,0.8536753562560823
1016301,0.8536449591171401
1106544,0.8536254204751242
1058259,0.8536248705108133
1265915,0.853623447384406
1365348,0.8536229040038364
1192935,0.8536165551970339
1265067,0.8535898625213423
1255009,0.8535890681612723
1543652,0.8535769528069627
1335310,0.8535765639413169
1171186,0.8535510007513877
1544254,0.8535298943417551
1358881,0.8535099985875589
1261863,0.8535073285539043
1144973,0.8534470448382883
1251540,0.8534311171009716
1303221,0.8534166534240175
1234822,0.8533873577804088
1273237,0.8533739022430584
1173059,0.8533486448339469
1253525,0.8533434837135332
1243490,0.85334043402281
1256139,0.8533262395519617
1058226,0.8533184490449379
1137656,0.8533128582670887
1270246,0.853300601834138
1379316,0.853299484356441
1198515,0.8532830165845767
1097861,0.8532696237129347
1402905,0.8532663053455082
1247878,0.8532505984351811
1352974,0.8532477425592614
1384215,0.8532447727308499
1296926,0.8532415280480317
1212241,0.8532410951435856
1247071,0.8532300212881573
1123578,0.8532158832849653
1259688,0.8532143307448675
1444327,0.8531958023444683
1266830,0.8531820078659792
1118402,0.8531750777644154
1183313,0.8531480799551363
1545171,0.8531450881274973
1369561,0.8531253068420055
1183325,0.8531116160915033
1268512,0.8531110856217092
1347865,0.8531062993796763
1258032,0.8530956076367472
1185908,0.853095094048904
1169022,0.853087265953266
1297130,0.8530616658081197
1241119,0.8530215502152224
1467857,0.8529979704059232
1261086,0.8529823803754379
1373977,0.8529799229866339
1135726,0.8529616573413806
1281734,0.852951601084107
1256912,0.852946098635466
1304802,0.8529411077830807
1246583,0.8529176132321155
1243319,0.8529048412461795
1141146,0.8529030583375256
1191449,0.8528989751725917
1325408,0.8528874777942608
1351823,0.8528733230432538
